minute,clock,participantId,champion,team,x,y,zone,totalGold,currentGold,xp,level,laneCS,jungleCS,dmgToChamps_cum,dmgTaken_cum,dmgToChamps_delta,ccApplied_ms
3,03:00,8,Nasus,200,7656,8764,mid_lane,961,461,1147,4,11,0,178,1624,178,0
3,03:00,9,Jhin,200,8068,7480,mid_lane,1708,208,668,3,14,0,1206,935,108,0
3,03:00,10,Seraphine,200,7651,8424,mid_lane,1138,238,709,3,2,0,995,715,187,20657
4,04:00,1,Darius,100,829,3407,blue_jungle_top,1152,52,1346,4,15,0,1889,2545,965,13127
4,04:00,2,Sylas,100,9168,8739,mid_lane,2310,60,1319,4,0,24,1326,2788,1326,75957
4,04:00,3,Viktor,100,7355,7883,mid_lane,1316,166,1532,4,25,0,2429,2156,707,119524
4,04:00,4,Kaisa,100,13188,3748,bot_lane,1672,1172,1374,4,29,0,577,1115,0,0
4,04:00,5,Leona,100,10218,8875,mid_lane,1363,863,684,3,4,0,1048,1274,519,22024
4,04:00,6,Renekton,200,3495,13600,top_lane,1951,576,1925,5,27,0,2132,2319,1023,2338
4,04:00,7,Ekko,200,6899,12500,red_jungle_top,1543,243,1487,4,0,31,0,1802,0,110248
4,04:00,8,Nasus,200,9360,9088,mid_lane,1672,1172,1678,4,18,0,482,2514,304,10348
4,04:00,9,Jhin,200,9048,8672,mid_lane,2070,570,846,3,15,0,2188,2043,982,1497
4,04:00,10,Seraphine,200,13593,7569,bot_lane,1599,199,828,3,2,0,1325,1433,330,21893
5,05:00,1,Darius,100,7760,8009,mid_lane,1328,228,1696,4,18,0,2093,2545,204,13127
5,05:00,2,Sylas,100,6831,8087,mid_lane,2638,388,1743,5,0,32,1326,3240,0,86415
5,05:00,3,Viktor,100,7609,7162,mid_lane,1639,489,2299,5,35,0,3331,2321,902,146443
5,05:00,4,Kaisa,100,11303,1720,bot_lane,1944,169,1816,5,38,0,577,1232,0,0
5,05:00,5,Leona,100,11497,1970,bot_lane,1504,104,785,3,4,0,1048,1739,0,22859
5,05:00,6,Renekton,200,2171,12809,top_lane,2218,343,2514,6,36,0,2132,2475,0,2338
5,05:00,7,Ekko,200,11637,7762,red_jungle_bot,1889,589,1889,5,0,42,0,2154,0,122672
5,05:00,8,Nasus,200,7860,7859,mid_lane,1902,552,1988,5,24,0,612,3629,130,29119
5,05:00,9,Jhin,200,12352,2382,bot_river,2300,350,1090,3,21,0,2188,2043,0,1497
5,05:00,10,Seraphine,200,12389,2543,bot_river,1789,389,1009,3,4,0,1690,1463,365,28540
6,06:00,1,Darius,100,1406,11511,top_lane,1645,545,2246,5,22,0,2405,2715,312,21487
6,06:00,2,Sylas,100,9244,2525,blue_jungle_bot,3398,1148,2262,5,1,39,1968,4346,642,137049
6,06:00,3,Viktor,100,7733,7514,mid_lane,1970,270,2686,6,41,0,4195,2528,864,146443
6,06:00,4,Kaisa,100,4640,868,bot_lane,2506,131,2091,5,44,0,913,1765,336,0
6,06:00,5,Leona,100,5887,1039,bot_lane,1778,128,1070,3,5,0,1368,2813,320,26168
6,06:00,6,Renekton,200,2214,12373,top_river,2668,793,3085,6,46,0,2216,2488,84,2338
6,06:00,7,Ekko,200,11035,12015,mid_lane,2499,49,2304,5,0,48,603,3536,603,124142
6,06:00,8,Nasus,200,8347,7980,mid_lane,2107,207,2236,5,29,0,757,4962,145,37169
6,06:00,9,Jhin,200,11427,1825,bot_lane,2693,743,1513,4,31,0,2659,2052,471,2967
6,06:00,10,Seraphine,200,11575,1487,bot_lane,2055,655,1432,4,5,0,2789,1647,1099,38661
7,07:00,1,Darius,100,1920,11822,top_lane,1931,231,2879,6,30,0,2405,2715,0,22255
7,07:00,2,Sylas,100,3516,7184,blue_jungle_top,4190,240,2461,6,1,40,3272,4931,1304,149274
7,07:00,3,Viktor,100,7979,8390,mid_lane,2391,691,3412,7,52,0,5454,2860,1259,191965
7,07:00,4,Kaisa,100,12157,2431,bot_river,2887,512,2608,6,56,0,1193,1765,280,0
7,07:00,5,Leona,100,1261,2655,blue_jungle_top,2206,11,1459,4,5,0,1839,3288,471,40731
7,07:00,6,Renekton,200,2420,12490,top_river,3022,1147,3780,7,58,0,2216,2595,0,2338
7,07:00,7,Ekko,200,7922,9306,mid_lane,2861,411,2766,6,0,56,701,4114,98,141810
7,07:00,8,Nasus,200,8903,9451,mid_lane,2345,445,2838,6,36,0,757,6221,0,37169
7,07:00,9,Jhin,200,13367,4305,bot_lane,2911,261,1634,4,33,0,3487,3250,828,10983
7,07:00,10,Seraphine,200,13304,4113,bot_lane,2286,86,1690,4,7,0,2838,2503,49,39830
8,08:00,1,Darius,100,981,4930,top_lane,2143,93,3349,7,36,0,3819,3581,1414,26631
8,08:00,2,Sylas,100,5600,5331,mid_lane,4607,657,3129,6,1,52,3272,5473,0,168546
8,08:00,3,Viktor,100,7290,6393,mid_lane,2673,973,4012,7,60,1,6102,2961,648,191965
8,08:00,4,Kaisa,100,8955,1091,bot_lane,3179,804,3104,6,66,0,1193,2529,0,0
8,08:00,5,Leona,100,7692,3591,blue_jungle_bot,2364,169,1586,4,6,0,1950,3461,111,41933
8,08:00,6,Renekton,200,14161,14304,red_base,3268,393,4338,8,66,0,3011,4102,795,3206
8,08:00,7,Ekko,200,7786,3574,blue_jungle_bot,3134,684,3296,7,0,62,883,5200,182,180168
8,08:00,8,Nasus,200,8961,8770,mid_lane,2612,312,3161,6,45,0,757,6370,0,37169
8,08:00,9,Jhin,200,11397,1816,bot_lane,3325,675,2210,5,46,0,3487,3279,0,27048
8,08:00,10,Seraphine,200,10799,2337,blue_jungle_bot,2546,346,1771,5,7,0,3398,2565,560,43604
9,09:00,1,Darius,100,1312,11390,top_lane,2422,372,3796,7,43,0,4666,4005,847,30939
9,09:00,2,Sylas,100,10056,1467,bot_lane,5628,1678,3984,7,1,64,4911,6748,1639,198838
9,09:00,3,Viktor,100,4098,3904,mid_lane,2983,83,4509,8,68,1,6600,2961,498,191965
9,09:00,4,Kaisa,100,12985,3406,bot_lane,3469,294,3401,7,73,0,1627,3104,434,0
9,09:00,5,Leona,100,822,2820,blue_jungle_top,2815,15,1952,5,8,0,2360,4459,410,54825
9,09:00,6,Renekton,200,1780,11776,top_lane,3492,267,4772,8,72,0,3435,4953,424,4041
9,09:00,7,Ekko,200,11496,6687,red_jungle_bot,3632,282,3374,7,0,62,1829,6972,946,214019
9,09:00,8,Nasus,200,7469,7305,mid_lane,2870,570,3781,7,53,0,757,6733,0,37169
9,09:00,9,Jhin,200,13720,4810,bot_lane,3574,574,2512,6,51,0,4050,4681,563,32258
9,09:00,10,Seraphine,200,14012,11899,red_jungle_bot,2891,11,1901,5,7,0,4375,2592,977,43604
10,10:00,1,Darius,100,1619,12415,top_lane,2743,693,4291,8,53,0,5177,4880,511,34254
10,10:00,2,Sylas,100,3333,8434,blue_jungle_top,5853,328,4162,8,1,64,5563,6874,652,201443
10,10:00,3,Viktor,100,7587,7663,mid_lane,3479,579,5111,9,81,1,7681,3029,1081,191965
10,10:00,4,Kaisa,100,13628,3992,bot_lane,4103,928,3932,7,84,0,2257,3253,630,0
10,10:00,5,Leona,100,1906,12149,top_lane,3036,236,2324,5,9,0,2687,4973,327,59623
10,10:00,6,Renekton,200,1826,12434,top_lane,3771,546,5167,9,79,0,4343,5873,908,4909
10,10:00,7,Ekko,200,5049,10469,top_river,4168,818,4358,8,0,80,1829,8249,0,221567
10,10:00,8,Nasus,200,8489,7837,mid_lane,3102,402,4268,8,60,0,757,7829,0,45385
10,10:00,9,Jhin,200,13805,7269,bot_lane,3871,121,3008,6,61,0,4162,6057,112,32258
10,10:00,10,Seraphine,200,2328,12724,top_lane,3107,227,2071,5,8,0,4829,2605,454,46610
11,11:00,1,Darius,100,2694,13255,top_lane,2907,207,4446,8,56,0,5575,5461,398,35389
11,11:00,2,Sylas,100,3290,6998,blue_jungle_top,6436,911,4814,8,1,68,7881,8620,2318,216140
11,11:00,3,Viktor,100,7817,8262,mid_lane,3793,893,5795,9,90,1,9976,3623,2295,307663
11,11:00,4,Kaisa,100,12301,2751,bot_river,4609,359,4428,8,93,0,2257,3389,0,0
11,11:00,5,Leona,100,8086,7859,mid_lane,3276,476,2595,6,11,0,2851,6414,164,77526
11,11:00,6,Renekton,200,10230,13348,top_lane,4590,50,5543,9,83,0,5350,6385,1007,4909
11,11:00,7,Ekko,200,13728,7835,bot_lane,4352,52,4488,8,0,84,2708,10074,879,224139
11,11:00,8,Nasus,200,8461,8351,mid_lane,3361,661,4764,8,68,0,814,10307,57,45385
11,11:00,9,Jhin,200,11719,4538,bot_river,4308,558,3566,7,72,0,4162,6315,0,43982
11,11:00,10,Seraphine,200,9343,9033,mid_lane,3749,119,2563,6,9,0,6020,3244,1191,56496
12,12:00,1,Darius,100,1336,10624,top_lane,3400,700,5079,9,69,0,6286,6361,711,36458
12,12:00,2,Sylas,100,11439,3747,bot_river,7182,1652,5672,9,3,80,8113,9019,232,240423
12,12:00,3,Viktor,100,7251,6962,mid_lane,4194,794,6234,10,100,1,11306,3652,1330,313508
12,12:00,4,Kaisa,100,12983,3166,bot_lane,5476,1226,5109,9,108,0,3699,4005,1442,0
12,12:00,5,Leona,100,13351,2450,bot_lane,3586,781,2916,6,12,0,3073,7491,222,84844
12,12:00,6,Renekton,200,3452,11135,top_river,4926,386,6814,10,94,0,6019,7118,669,5844
12,12:00,7,Ekko,200,8042,10205,red_jungle_top,4690,390,4948,8,0,92,2708,10712,0,233593
12,12:00,8,Nasus,200,7703,7627,mid_lane,3655,505,5222,9,76,0,830,11579,16,45385
12,12:00,9,Jhin,200,13756,5323,bot_lane,4682,932,4199,8,84,0,4815,7556,653,54870
12,12:00,10,Seraphine,200,12949,2552,bot_lane,4002,372,2773,6,11,0,6755,4494,735,68094
13,13:00,1,Darius,100,1196,9805,top_lane,3634,234,5358,9,73,0,6662,7102,376,36458
13,13:00,2,Sylas,100,2761,10074,blue_jungle_top,7573,468,6156,10,3,88,8113,9349,0,248271
13,13:00,3,Viktor,100,7431,7990,mid_lane,4628,1228,6794,10,113,1,13314,3666,2008,313508
13,13:00,4,Kaisa,100,6259,6283,mid_lane,6279,104,5524,9,118,0,3699,4120,0,0
13,13:00,5,Leona,100,4642,9553,top_river,3824,614,3266,7,13,0,3073,7548,0,84844
13,13:00,6,Renekton,200,1263,10933,top_lane,5325,785,7472,11,105,0,6760,7580,741,8316
13,13:00,7,Ekko,200,1988,11789,top_lane,5174,874,5767,9,2,104,2708,11208,0,248828
13,13:00,8,Nasus,200,8828,8402,mid_lane,3985,835,5739,9,86,0,830,13187,0,45385
13,13:00,9,Jhin,200,13071,3616,bot_lane,4981,376,4553,8,92,0,4815,7686,0,62085
13,13:00,10,Seraphine,200,8012,8719,mid_lane,4197,567,3097,6,13,0,6811,4930,56,71835
14,14:00,1,Darius,100,1676,10350,top_lane,3844,444,6449,10,73,0,7541,8320,879,39698
14,14:00,2,Sylas,100,7076,4380,blue_jungle_bot,8777,1672,7281,10,8,100,11504,10632,3391,290016
14,14:00,3,Viktor,100,3342,954,blue_jungle_bot,5071,171,7166,10,118,1,14675,4919,1361,339627
14,14:00,4,Kaisa,100,8354,8257,mid_lane,6754,579,6209,10,134,0,3699,4264,0,0
14,14:00,5,Leona,100,8384,7946,mid_lane,4332,122,4108,8,14,0,3733,8991,660,116386
14,14:00,6,Renekton,200,13827,8451,bot_lane,5759,69,7901,11,108,0,8797,10388,2037,10039
14,14:00,7,Ekko,200,13333,12534,red_jungle_bot,5505,5,6077,9,2,104,4021,13584,1313,265523
14,14:00,8,Nasus,200,9960,9351,mid_lane,4203,253,6159,10,92,0,1846,13768,1016,50414
14,14:00,9,Jhin,200,3333,11757,top_river,5579,324,4987,8,101,0,4815,7686,0,62786
14,14:00,10,Seraphine,200,10134,5898,bot_river,4428,398,3255,7,14,0,6959,5806,148,76779
15,15:00,1,Darius,100,645,2154,blue_jungle_top,3966,141,6601,10,73,0,9165,10240,1624,42839
15,15:00,2,Sylas,100,11481,3358,bot_river,9566,2461,8119,11,8,108,14866,11265,3362,330620
15,15:00,3,Viktor,100,11898,2781,bot_river,5348,448,7582,11,125,1,17554,6941,2879,365478
15,15:00,4,Kaisa,100,2438,12241,top_river,7110,935,6798,10,144,0,3777,4438,78,0
15,15:00,5,Leona,100,11904,2894,bot_river,4790,575,4580,8,15,0,3980,9186,247,128872
15,15:00,6,Renekton,200,11950,1682,bot_lane,6624,934,9717,12,122,0,10635,13416,1838,12076
15,15:00,7,Ekko,200,12682,6368,bot_lane,5953,53,6790,10,2,116,4145,15871,124,282156
15,15:00,8,Nasus,200,11717,7300,red_jungle_bot,4520,565,6565,10,100,0,1846,13893,0,55265
15,15:00,9,Jhin,200,3714,13399,top_lane,6176,916,6075,9,110,0,5982,9327,1167,70570
15,15:00,10,Seraphine,200,9779,7657,red_jungle_bot,4634,599,3513,7,15,0,7417,7314,458,80252
16,16:00,1,Darius,100,5747,12375,red_jungle_top,4540,40,7311,11,73,0,11411,12478,2246,46479
16,16:00,2,Sylas,100,7831,7847,mid_lane,10512,3407,9143,12,14,116,15681,12234,815,353633
16,16:00,3,Viktor,100,12999,3525,bot_lane,5652,352,7982,11,128,1,17563,6941,9,365478
16,16:00,4,Kaisa,100,6220,9088,top_river,8054,1879,7525,11,157,0,5205,6000,1428,0
16,16:00,5,Leona,100,7718,8025,mid_lane,5106,311,5399,9,15,0,4138,9316,158,130843
16,16:00,6,Renekton,200,8680,9169,mid_lane,6747,137,9717,12,122,0,10635,14398,0,14848
16,16:00,7,Ekko,200,8351,11667,red_jungle_top,6451,551,7217,10,3,120,5780,17798,1635,285028
16,16:00,8,Nasus,200,6384,13666,top_lane,4877,922,7144,10,111,0,1909,14075,63,57704
16,16:00,9,Jhin,200,5796,12628,top_lane,6375,165,6260,10,110,0,6626,10957,644,72674
16,16:00,10,Seraphine,200,8042,12050,red_jungle_top,4847,312,3966,7,15,0,8390,7367,973,81555
17,17:00,1,Darius,100,3827,13488,top_lane,4842,342,7808,11,81,0,11411,12604,0,47248
17,17:00,2,Sylas,100,13176,6253,bot_lane,11183,4073,9927,12,20,124,18465,15210,2784,382539
17,17:00,3,Viktor,100,13919,7346,bot_lane,6197,897,8674,12,141,1,18240,7292,677,365946
17,17:00,4,Kaisa,100,9343,9439,mid_lane,8731,426,7990,11,168,0,5493,6092,288,0
17,17:00,5,Leona,100,9896,9148,mid_lane,5413,618,5874,9,15,0,4655,9872,517,142883
17,17:00,6,Renekton,200,10045,10008,mid_lane,7112,502,10196,13,132,0,12578,16076,1943,15950
17,17:00,7,Ekko,200,12229,6774,red_jungle_bot,6836,936,7943,11,8,128,5780,17852,0,294796
17,17:00,8,Nasus,200,8808,13636,top_lane,5211,206,7715,11,122,0,1909,14243,0,57704
17,17:00,9,Jhin,200,13540,8829,bot_lane,7109,899,7030,10,124,0,7011,12086,385,72674
17,17:00,10,Seraphine,200,9521,5956,bot_river,5058,118,4184,8,16,0,9210,9174,820,89709
18,18:00,1,Darius,100,5445,13963,top_lane,5013,113,8132,11,84,0,12288,14632,877,52024
18,18:00,2,Sylas,100,4047,9761,top_river,11415,980,10288,13,20,128,18989,16261,524,391323
18,18:00,3,Viktor,100,3025,12640,top_lane,6615,415,8983,12,149,1,18265,7360,25,365946
18,18:00,4,Kaisa,100,8409,8249,mid_lane,9258,953,8561,11,180,0,6042,6502,549,0
18,18:00,5,Leona,100,6169,10829,red_jungle_top,5589,94,5914,9,15,0,4686,10219,31,148861
18,18:00,6,Renekton,200,12321,6357,red_jungle_bot,7431,70,10782,13,141,0,12754,16774,176,15950
18,18:00,7,Ekko,200,9372,13323,top_lane,7133,33,8352,11,16,128,6951,17883,1171,305020
18,18:00,8,Nasus,200,6112,13755,top_lane,5660,655,8719,12,134,0,2395,16019,486,66028
18,18:00,9,Jhin,200,9222,9142,mid_lane,7535,825,7520,11,130,0,7917,12635,906,83229
18,18:00,10,Seraphine,200,8979,9589,mid_lane,5235,295,4721,8,16,0,9210,9197,0,91112
19,19:00,1,Darius,100,4557,12200,red_jungle_top,5211,306,8331,11,86,0,12688,16180,400,54796
19,19:00,2,Sylas,100,5513,12274,red_jungle_top,12444,2009,11410,13,22,140,21761,19155,2772,412786
19,19:00,3,Viktor,100,3635,13118,top_lane,6898,358,9317,12,152,1,20746,9660,2481,450712
19,19:00,4,Kaisa,100,6122,13261,top_lane,10190,1885,9529,12,196,0,8246,7002,2204,0
19,19:00,5,Leona,100,5481,13031,top_lane,5928,428,6531,10,17,0,5444,11824,758,174266
19,19:00,6,Renekton,200,7193,1482,bot_lane,8334,974,11912,14,163,0,12754,17245,0,16117
19,19:00,7,Ekko,200,6720,13920,top_lane,7832,731,8608,12,20,128,9828,20832,2877,317311
19,19:00,8,Nasus,200,14340,14391,red_base,6091,1086,9185,12,140,0,3808,19182,1413,78853
19,19:00,9,Jhin,200,14037,14301,red_base,7712,52,7721,11,130,0,9006,13171,1089,91213
19,19:00,10,Seraphine,200,6948,14042,top_lane,5551,611,5200,9,16,0,10176,11478,966,112656
20,20:00,1,Darius,100,13228,4499,bot_lane,5616,411,9153,12,98,0,12688,16317,0,55931
20,20:00,2,Sylas,100,11420,7104,red_jungle_bot,13175,2740,12274,14,23,148,23958,20825,2197,430311
20,20:00,3,Viktor,100,8906,8211,mid_lane,7305,764,10070,13,165,1,21738,9928,992,487965
20,20:00,4,Kaisa,100,5526,13014,top_lane,10778,2473,10038,13,206,0,8246,7048,0,0
20,20:00,5,Leona,100,11430,7537,red_jungle_bot,6195,294,6993,10,17,0,6130,12542,686,185042
20,20:00,6,Renekton,200,9170,8382,mid_lane,8701,391,11942,14,163,0,12754,17645,0,16952
20,20:00,7,Ekko,200,9800,9438,mid_lane,8184,1084,9062,12,20,136,9828,20917,0,327333
20,20:00,8,Nasus,200,6885,8194,mid_lane,6294,439,9402,12,140,0,5018,22763,1210,83865
20,20:00,9,Jhin,200,9928,10518,mid_lane,8115,455,8385,11,143,0,9006,13171,0,91213
20,20:00,10,Seraphine,200,9657,9206,mid_lane,5748,807,5236,9,17,0,10996,11478,820,130793
21,21:00,1,Darius,100,9708,9809,mid_lane,6552,1347,10196,13,112,0,13184,16527,496,55931
21,21:00,2,Sylas,100,2560,1504,blue_jungle_bot,13486,901,12684,14,23,152,24725,22991,767,442381
21,21:00,3,Viktor,100,5296,5290,mid_lane,7515,475,10273,13,165,1,23424,12067,1686,539127
21,21:00,4,Kaisa,100,5046,5048,mid_lane,11709,354,10609,13,217,0,8246,7372,0,0
21,21:00,5,Leona,100,1676,1217,blue_base,6459,59,7279,10,17,0,6654,14613,524,190954
21,21:00,6,Renekton,200,6415,4835,blue_jungle_bot,9362,177,12682,14,164,0,15592,21665,2838,18422
21,21:00,7,Ekko,200,10180,4760,bot_river,9820,2720,10044,13,20,144,11899,22529,2071,359792
21,21:00,8,Nasus,200,7222,13664,top_lane,6619,364,9973,13,149,0,5018,23514,0,83865
21,21:00,9,Jhin,200,10640,4825,bot_river,8899,1239,9415,12,151,0,9578,13182,572,93719
21,21:00,10,Seraphine,200,10262,5415,bot_river,6285,1335,6852,10,19,0,11904,11801,908,150634
22,22:00,1,Darius,100,394,461,blue_base,7051,1846,10717,13,122,0,15312,18139,2128,63412
22,22:00,2,Sylas,100,13366,5547,bot_lane,14102,1517,13565,15,23,164,24896,23308,171,461523
22,22:00,3,Viktor,100,14044,5397,bot_lane,8125,1085,10963,13,182,1,23576,12450,152,572770
22,22:00,4,Kaisa,100,10143,6514,red_jungle_bot,12130,776,11118,13,228,0,8324,7416,78,0
22,22:00,5,Leona,100,7576,8406,mid_lane,6686,285,7477,11,17,0,6767,14783,113,206695
22,22:00,6,Renekton,200,13947,5666,bot_lane,9697,512,13314,15,174,0,15819,22115,227,19226
22,22:00,7,Ekko,200,7660,12133,red_jungle_top,10272,772,10876,13,20,156,11899,22529,0,381106
22,22:00,8,Nasus,200,5955,13683,top_lane,7026,771,10731,13,161,0,6499,26162,1481,94235
22,22:00,9,Jhin,200,13664,6590,bot_lane,9168,58,9943,12,159,0,9578,13202,0,95489
22,22:00,10,Seraphine,200,13636,6423,bot_lane,6471,176,7030,10,20,0,12053,11801,149,152939
23,23:00,1,Darius,100,12320,1387,bot_lane,7611,205,11521,14,122,0,17612,21097,2300,71235
23,23:00,2,Sylas,100,13013,1954,bot_lane,14439,904,13812,15,24,164,26385,27093,1489,468784
23,23:00,3,Viktor,100,5185,5386,mid_lane,8303,463,11149,13,186,1,23590,14559,14,577660
23,23:00,4,Kaisa,100,13129,5303,bot_lane,13689,2334,12310,14,235,0,15144,9214,6820,25122
23,23:00,5,Leona,100,12760,2569,bot_lane,7219,818,8943,12,18,0,7964,16040,1197,221003
23,23:00,6,Renekton,200,12583,1803,bot_lane,10752,1567,14300,15,179,0,20426,25750,4607,21733
23,23:00,7,Ekko,200,11325,3957,bot_river,10937,1437,11642,14,32,160,11899,22529,0,392454
23,23:00,8,Nasus,200,11001,1206,bot_lane,8390,2135,11324,13,161,0,9071,30351,2572,129115
23,23:00,9,Jhin,200,13362,2769,bot_lane,9739,630,10855,13,168,0,12548,15891,2970,103912
23,23:00,10,Seraphine,200,14340,14391,red_base,6925,630,7977,11,20,0,13530,14235,1477,175351
24,24:00,1,Darius,100,5389,13059,top_lane,7816,411,11625,14,127,0,17837,22086,225,75710
24,24:00,2,Sylas,100,5422,12914,top_lane,14902,1367,14676,15,24,176,28307,27998,1922,483721
24,24:00,3,Viktor,100,8153,8176,mid_lane,8716,876,11937,14,201,1,24418,14580,828,613916
24,24:00,4,Kaisa,100,893,1233,blue_base,14634,429,13392,15,241,0,17492,10735,2348,42313
24,24:00,5,Leona,100,4976,13103,top_lane,7397,256,9037,12,18,0,8427,16622,463,233061
24,24:00,6,Renekton,200,5002,12749,top_lane,11069,309,14757,16,188,0,22561,28479,2135,24293
24,24:00,7,Ekko,200,12409,13653,red_jungle_top,11999,300,12432,14,32,160,13399,24958,1500,397498
24,24:00,8,Nasus,200,9597,8813,mid_lane,8595,565,11571,14,166,0,9071,30692,0,129115
24,24:00,9,Jhin,200,13998,6988,bot_lane,10069,359,11302,13,177,0,12548,15971,0,103912
24,24:00,10,Seraphine,200,8377,11609,red_jungle_top,7206,266,8591,12,25,0,13530,15393,0,200166
25,25:00,1,Darius,100,394,461,blue_base,8005,250,11953,14,127,0,18801,24337,964,76349
25,25:00,2,Sylas,100,420,637,blue_base,15091,456,14877,16,24,176,29099,30834,792,485056
25,25:00,3,Viktor,100,7247,8048,mid_lane,9304,164,12251,14,202,1,27354,17184,2936,696089
25,25:00,4,Kaisa,100,10684,3291,bot_river,14831,627,13497,15,241,4,19766,10948,2274,42313
25,25:00,5,Leona,100,1297,1979,blue_base,7640,99,9356,12,18,0,8744,19081,317,233871
25,25:00,6,Renekton,200,7102,12698,top_lane,11423,314,15382,16,188,0,24422,30847,1861,26461
25,25:00,7,Ekko,200,5083,10250,top_river,13533,1833,13141,15,32,160,19603,26953,6204,404926
25,25:00,8,Nasus,200,4852,10309,top_river,9091,1062,12373,14,167,0,10309,35489,1238,135282
25,25:00,9,Jhin,200,2181,11564,top_lane,10505,795,12051,14,187,0,12750,16285,202,106338
25,25:00,10,Seraphine,200,4595,10689,top_river,7580,640,9513,12,25,0,14192,16596,662,212243
26,26:00,1,Darius,100,4057,4103,mid_lane,8336,581,12464,14,137,0,18801,24514,0,76349
26,26:00,2,Sylas,100,8632,7601,mid_lane,15333,699,15143,16,24,180,29324,34456,225,488664
26,26:00,3,Viktor,100,5778,6963,mid_lane,9468,328,12502,14,205,1,31426,20029,4072,777277
26,26:00,4,Kaisa,100,4317,4674,mid_lane,15183,58,14037,15,251,4,20345,11075,579,42313
26,26:00,5,Leona,100,6329,8412,top_river,7851,306,9589,12,19,0,8874,22227,130,242656
26,26:00,6,Renekton,200,5140,5876,mid_lane,11928,468,17106,17,196,0,25471,32881,1049,27229
26,26:00,7,Ekko,200,5718,6482,mid_lane,14996,1396,15082,16,35,176,23540,28874,3937,429229
26,26:00,8,Nasus,200,5197,5763,mid_lane,9667,748,13655,15,169,0,11385,36938,1076,138689
