clock,t_s,action,itemId,by,goldGain
05:09,309,DESTROYED,1033,Nasus,
05:09,309,PURCHASED,3111,Nasus,
05:10,310,DESTROYED,2010,Leona,
05:21,322,PURCHASED,1052,Viktor,
05:22,323,PURCHASED,2031,Viktor,
05:41,341,PURCHASED,1082,Ekko,
05:43,343,PURCHASED,2022,Leona,
05:43,344,PURCHASED,1028,Ekko,
05:44,345,DESTROYED,1028,Ekko,
05:44,345,PURCHASED,3067,Ekko,
05:50,351,PURCHASED,3144,Kaisa,
06:22,383,DESTROYED,1001,Darius,
06:22,383,DESTROYED,1029,Darius,
06:22,383,PURCHASED,3047,Darius,
06:28,388,PURCHASED,1036,Jhin,
06:28,389,PURCHASED,1036,Jhin,
06:28,389,PURCHASED,1052,Seraphine,
06:31,391,PURCHASED,1052,Seraphine,
06:35,395,DESTROYED,3145,Sylas,
06:35,395,DESTROYED,1028,Sylas,
06:35,395,DESTROYED,2022,Sylas,
06:35,395,PURCHASED,3152,Sylas,
06:37,398,PURCHASED,3108,Sylas,
06:38,399,PURCHASED,2055,Sylas,
06:41,402,UNDO,2055->0,Sylas,75
06:41,402,UNDO,3108->0,Sylas,850
06:44,404,PURCHASED,1052,Sylas,
06:44,405,PURCHASED,1052,Sylas,
06:51,411,SOLD,2010,Leona,
06:53,413,PURCHASED,1028,Leona,
06:55,415,DESTROYED,1028,Leona,
06:55,415,DESTROYED,2022,Leona,
06:55,415,PURCHASED,3067,Leona,
07:44,464,PURCHASED,1033,Nasus,
07:49,469,DESTROYED,3865,Leona,
07:50,470,PURCHASED,1036,Darius,
07:58,479,DESTROYED,1036,Renekton,
07:58,479,PURCHASED,3133,Renekton,
07:59,480,PURCHASED,1001,Renekton,
08:00,481,PURCHASED,1036,Renekton,
08:07,487,DESTROYED,3865,Seraphine,
08:12,492,DESTROYED,1052,Kaisa,
08:12,492,PURCHASED,3113,Kaisa,
08:13,493,PURCHASED,1001,Kaisa,
08:26,507,PURCHASED,3057,Ekko,
08:40,520,DESTROYED,1036,Jhin,
08:40,520,DESTROYED,1036,Jhin,
08:40,520,PURCHASED,3133,Jhin,
08:41,521,DESTROYED,3340,Seraphine,
08:41,521,PURCHASED,3364,Seraphine,
08:42,522,SOLD,2003,Seraphine,
08:49,530,DESTROYED,1052,Viktor,
08:49,530,PURCHASED,3802,Viktor,
08:50,531,PURCHASED,1052,Viktor,
08:55,536,DESTROYED,1001,Leona,
08:55,536,DESTROYED,1029,Leona,
08:55,536,PURCHASED,3047,Leona,
08:56,537,DESTROYED,1052,Seraphine,
08:56,537,DESTROYED,4642,Seraphine,
08:56,537,DESTROYED,1052,Seraphine,
08:56,537,PURCHASED,4005,Seraphine,
09:28,568,PURCHASED,1028,Nasus,
09:32,572,DESTROYED,3134,Jhin,
09:32,572,DESTROYED,3133,Jhin,
09:32,572,PURCHASED,6697,Jhin,
09:40,580,PURCHASED,1058,Sylas,
09:40,581,DESTROYED,1052,Sylas,
09:40,581,DESTROYED,1052,Sylas,
09:40,581,PURCHASED,3145,Sylas,
09:42,583,PURCHASED,2055,Sylas,
10:11,612,DESTROYED,1036,Darius,
10:11,612,PURCHASED,3134,Darius,
10:19,619,DESTROYED,2055,Sylas,
10:26,626,DESTROYED,3057,Ekko,
10:26,626,DESTROYED,1026,Ekko,
10:26,626,DESTROYED,3067,Ekko,
10:26,626,PURCHASED,2510,Ekko,
10:26,626,DESTROYED,3144,Kaisa,
10:26,626,DESTROYED,3113,Kaisa,
10:26,626,DESTROYED,1037,Kaisa,
10:26,626,PURCHASED,3087,Kaisa,
10:28,628,PURCHASED,1083,Kaisa,
10:40,640,DESTROYED,3133,Renekton,
10:40,640,DESTROYED,1037,Renekton,
10:40,640,DESTROYED,1036,Renekton,
10:40,640,PURCHASED,6692,Renekton,
10:41,642,PURCHASED,1052,Ekko,
10:41,642,DESTROYED,2422,Seraphine,
10:41,642,PURCHASED,3158,Seraphine,
10:42,642,PURCHASED,1036,Renekton,
10:45,646,DESTROYED,2055,Seraphine,
10:45,646,DESTROYED,1203,Seraphine,
10:45,646,PURCHASED,2055,Seraphine,
10:45,646,PURCHASED,2055,Seraphine,
10:45,646,PURCHASED,1029,Renekton,
10:49,649,DESTROYED,1201,Viktor,
10:50,650,UNDO,1029->0,Renekton,300
10:52,653,SOLD,2031,Renekton,
10:53,654,PURCHASED,1028,Renekton,
11:16,676,DESTROYED,1052,Viktor,
11:16,676,PURCHASED,2508,Viktor,
11:22,683,DESTROYED,1028,Nasus,
11:22,683,DESTROYED,1033,Nasus,
11:22,683,PURCHASED,3211,Nasus,
11:26,686,DESTROYED,3340,Nasus,
11:26,686,PURCHASED,3364,Nasus,
11:37,698,DESTROYED,1200,Renekton,
11:38,699,DESTROYED,2055,Seraphine,
11:42,702,DESTROYED,1202,Kaisa,
11:42,702,DESTROYED,1001,Kaisa,
11:42,702,DESTROYED,1207,Kaisa,
12:02,723,PURCHASED,1036,Darius,
12:02,723,PURCHASED,1036,Darius,
12:09,729,PURCHASED,1033,Leona,
12:14,734,PURCHASED,1018,Jhin,
12:14,734,PURCHASED,1042,Jhin,
12:19,739,DESTROYED,1204,Ekko,
12:19,739,DESTROYED,1103,Ekko,
12:25,746,DESTROYED,3145,Sylas,
12:25,746,DESTROYED,1058,Sylas,
12:25,746,PURCHASED,4645,Sylas,
12:29,749,DESTROYED,2422,Sylas,
12:29,749,PURCHASED,3158,Sylas,
12:31,751,PURCHASED,2055,Sylas,
12:43,763,PURCHASED,1037,Kaisa,
12:43,764,DESTROYED,1001,Kaisa,
12:43,764,PURCHASED,3006,Kaisa,
12:44,765,PURCHASED,1042,Kaisa,
13:01,782,DESTROYED,2055,Sylas,
13:04,784,DESTROYED,1202,Jhin,
13:16,797,DESTROYED,3866,Seraphine,
13:21,801,DESTROYED,1018,Jhin,
13:21,801,DESTROYED,1042,Jhin,
13:21,801,PURCHASED,3086,Jhin,
13:22,802,DESTROYED,1207,Jhin,
13:22,802,PURCHASED,1001,Jhin,
13:23,804,DESTROYED,1028,Renekton,
13:23,804,DESTROYED,1036,Renekton,
13:23,804,PURCHASED,3044,Renekton,
13:25,806,DESTROYED,3866,Leona,
13:25,806,DESTROYED,1203,Leona,
13:26,806,PURCHASED,3067,Renekton,
13:31,811,DESTROYED,3067,Leona,
13:31,811,DESTROYED,1029,Leona,
13:31,811,DESTROYED,1033,Leona,
13:31,811,PURCHASED,3190,Leona,
13:32,812,DESTROYED,3111,Nasus,
13:32,812,DESTROYED,1201,Nasus,
13:33,813,DESTROYED,1200,Darius,
13:33,814,DESTROYED,3867,Leona,
13:33,814,PURCHASED,3876,Leona,
13:34,815,PURCHASED,1028,Seraphine,
13:34,815,PURCHASED,1029,Leona,
13:37,818,DESTROYED,3867,Seraphine,
13:38,818,DESTROYED,1204,Sylas,
13:38,818,DESTROYED,1101,Sylas,
13:46,827,PURCHASED,3067,Nasus,
13:54,835,DESTROYED,3802,Viktor,
13:54,835,DESTROYED,2508,Viktor,
13:54,835,PURCHASED,2503,Viktor,
13:56,836,DESTROYED,2055,Seraphine,
13:56,836,DESTROYED,1001,Viktor,
13:56,836,DESTROYED,3020,Viktor,
13:56,836,PURCHASED,3020,Viktor,
13:57,838,PURCHASED,1058,Ekko,
14:29,869,DESTROYED,1036,Darius,
14:29,869,PURCHASED,6690,Darius,
14:45,885,PURCHASED,1052,Ekko,
15:03,904,DESTROYED,1028,Seraphine,
15:03,904,PURCHASED,1011,Seraphine,
15:07,908,PURCHASED,1052,Viktor,
15:16,916,SOLD,1055,Renekton,
15:16,917,DESTROYED,3044,Renekton,
15:16,917,DESTROYED,3067,Renekton,
15:16,917,PURCHASED,3071,Renekton,
15:17,918,DESTROYED,1001,Jhin,
15:17,918,PURCHASED,3111,Jhin,
15:19,919,DESTROYED,1029,Leona,
15:19,919,PURCHASED,3076,Leona,
15:20,921,DESTROYED,2055,Leona,
15:20,921,DESTROYED,1208,Leona,
15:20,921,PURCHASED,2055,Leona,
15:20,921,PURCHASED,2055,Leona,
15:35,935,DESTROYED,3340,Viktor,
15:35,935,PURCHASED,3363,Viktor,
15:55,955,DESTROYED,3134,Darius,
15:55,955,DESTROYED,6690,Darius,
15:55,955,DESTROYED,1036,Darius,
15:55,955,PURCHASED,3142,Darius,
16:10,971,DESTROYED,1042,Kaisa,
16:10,971,DESTROYED,1037,Kaisa,
16:10,971,PURCHASED,3124,Kaisa,
16:15,975,PURCHASED,1042,Kaisa,
16:42,1003,DESTROYED,3211,Nasus,
16:42,1003,DESTROYED,3067,Nasus,
16:42,1003,PURCHASED,3065,Nasus,
16:49,1009,PURCHASED,1052,Seraphine,
16:50,1011,PURCHASED,1033,Nasus,
17:17,1037,PURCHASED,1042,Jhin,
17:17,1037,PURCHASED,1042,Jhin,
17:20,1041,PURCHASED,3157,Sylas,
17:25,1046,PURCHASED,2055,Sylas,
17:31,1051,PURCHASED,1028,Leona,
17:32,1052,PURCHASED,1029,Leona,
17:37,1058,DESTROYED,1052,Viktor,
17:37,1058,PURCHASED,3147,Viktor,
17:38,1059,PURCHASED,1028,Darius,
17:39,1059,PURCHASED,1033,Renekton,
17:40,1060,PURCHASED,1036,Renekton,
17:51,1072,DESTROYED,1052,Ekko,
17:51,1072,DESTROYED,1052,Ekko,
17:51,1072,DESTROYED,1058,Ekko,
17:51,1072,PURCHASED,4645,Ekko,
17:56,1077,DESTROYED,2055,Leona,
18:20,1100,DESTROYED,2001,Kaisa,
18:20,1100,DESTROYED,2001,Sylas,
18:20,1100,DESTROYED,3364,Sylas,
18:25,1105,DESTROYED,2055,Sylas,
18:48,1128,SOLD,2031,Viktor,
18:48,1129,PURCHASED,1052,Viktor,
18:59,1139,DESTROYED,1042,Jhin,
18:59,1139,DESTROYED,3086,Jhin,
18:59,1139,DESTROYED,1042,Jhin,
18:59,1139,PURCHASED,3046,Jhin,
19:03,1144,DESTROYED,1033,Nasus,
19:03,1144,PURCHASED,3211,Nasus,
19:03,1144,DESTROYED,1028,Leona,
19:03,1144,PURCHASED,3067,Leona,
19:04,1144,PURCHASED,1029,Darius,
19:29,1170,DESTROYED,1001,Renekton,
19:29,1170,DESTROYED,1033,Renekton,
19:29,1170,PURCHASED,3111,Renekton,
19:30,1170,PURCHASED,1028,Renekton,
19:47,1188,PURCHASED,1033,Nasus,
19:55,1196,UNDO,1033->0,Nasus,400
20:02,1203,PURCHASED,1033,Nasus,
20:27,1227,PURCHASED,1037,Renekton,
20:41,1241,PURCHASED,3147,Sylas,
20:41,1241,PURCHASED,3108,Sylas,
20:45,1246,DESTROYED,2002,Kaisa,
20:46,1246,DESTROYED,1042,Kaisa,
20:46,1246,PURCHASED,3115,Kaisa,
20:48,1248,PURCHASED,1052,Kaisa,
20:50,1250,DESTROYED,1052,Viktor,
20:50,1250,PURCHASED,2508,Viktor,
20:56,1256,DESTROYED,1029,Leona,
20:56,1256,PURCHASED,1031,Leona,
21:10,1271,DESTROYED,1011,Seraphine,
21:10,1271,DESTROYED,1052,Seraphine,
21:10,1271,PURCHASED,3116,Seraphine,
21:12,1273,DESTROYED,2055,Seraphine,
21:12,1273,DESTROYED,1208,Seraphine,
21:12,1273,PURCHASED,2055,Seraphine,
21:30,1290,DESTROYED,2055,Seraphine,
21:36,1296,PURCHASED,1058,Ekko,
21:36,1296,PURCHASED,1058,Ekko,
21:37,1298,DESTROYED,3340,Ekko,
21:37,1298,PURCHASED,3364,Ekko,
21:43,1303,PURCHASED,3035,Jhin,
21:47,1308,DESTROYED,3513,Sylas,
22:03,1324,DESTROYED,1028,Darius,
22:03,1324,PURCHASED,3066,Darius,
22:03,1324,DESTROYED,1029,Darius,
22:03,1324,PURCHASED,1031,Darius,
22:03,1324,PURCHASED,1028,Darius,
22:40,1361,DESTROYED,3147,Sylas,
22:40,1361,DESTROYED,3108,Sylas,
22:40,1361,PURCHASED,4633,Sylas,
22:40,1361,DESTROYED,3066,Darius,
22:40,1361,DESTROYED,1028,Darius,
22:40,1361,DESTROYED,1031,Darius,
22:40,1361,PURCHASED,3742,Darius,
22:47,1367,DESTROYED,3147,Viktor,
22:47,1367,DESTROYED,2508,Viktor,
22:47,1367,PURCHASED,6653,Viktor,
23:02,1382,SOLD,3211,Nasus,
23:03,1383,DESTROYED,1033,Nasus,
23:03,1383,PURCHASED,4401,Nasus,
23:03,1383,PURCHASED,1052,Seraphine,
23:03,1383,DESTROYED,3067,Leona,
23:03,1383,DESTROYED,1031,Leona,
23:03,1383,PURCHASED,3109,Leona,
23:03,1384,PURCHASED,1004,Seraphine,
23:04,1385,PURCHASED,2055,Leona,
23:04,1385,DESTROYED,1037,Renekton,
23:04,1385,DESTROYED,1036,Renekton,
23:04,1385,DESTROYED,1028,Renekton,
23:04,1385,PURCHASED,3053,Renekton,
23:05,1385,DESTROYED,2055,Seraphine,
23:05,1385,DESTROYED,1208,Seraphine,
23:05,1385,PURCHASED,2055,Seraphine,
23:15,1395,DESTROYED,1058,Ekko,
23:15,1395,DESTROYED,1058,Ekko,
23:15,1395,PURCHASED,3089,Ekko,
23:21,1402,PURCHASED,4630,Ekko,
23:25,1405,PURCHASED,2022,Nasus,
23:29,1409,PURCHASED,1018,Jhin,
23:47,1427,DESTROYED,1052,Kaisa,
23:47,1427,PURCHASED,3157,Kaisa,
24:06,1447,DESTROYED,3340,Jhin,
24:06,1447,PURCHASED,3363,Jhin,
24:19,1460,PURCHASED,1036,Darius,
24:22,1463,PURCHASED,1036,Renekton,
24:33,1473,PURCHASED,4630,Sylas,
24:33,1474,DESTROYED,2055,Seraphine,
24:44,1484,PURCHASED,1028,Leona,
24:46,1486,PURCHASED,3147,Viktor,
25:02,1503,DESTROYED,2001,Ekko,
25:02,1503,DESTROYED,2001,Nasus,
25:02,1503,DESTROYED,2001,Jhin,
25:02,1503,DESTROYED,2001,Seraphine,
25:07,1508,PURCHASED,1036,Renekton,
25:10,1511,DESTROYED,2022,Nasus,
25:10,1511,PURCHASED,3024,Nasus,
25:11,1512,DESTROYED,1004,Seraphine,
25:11,1512,DESTROYED,1052,Seraphine,
25:11,1512,PURCHASED,4642,Seraphine,
25:12,1513,SOLD,2031,Nasus,
25:12,1513,DESTROYED,2055,Seraphine,
25:12,1513,DESTROYED,1208,Seraphine,
25:12,1513,PURCHASED,2055,Seraphine,
25:13,1513,PURCHASED,1029,Nasus,
25:15,1515,PURCHASED,1028,Seraphine,
25:19,1520,DESTROYED,3035,Jhin,
25:19,1520,DESTROYED,1018,Jhin,
25:19,1520,PURCHASED,3036,Jhin,
25:24,1525,DESTROYED,4630,Ekko,
25:24,1525,PURCHASED,3135,Ekko,
25:32,1533,SOLD,1083,Kaisa,
25:34,1535,PURCHASED,4630,Kaisa,
26:47,1608,DESTROYED,1036,Renekton,
26:47,1608,DESTROYED,1036,Renekton,
26:47,1608,PURCHASED,3133,Renekton,
26:48,1609,PURCHASED,1036,Renekton,
26:51,1611,DESTROYED,1028,Seraphine,
26:51,1611,PURCHASED,3067,Seraphine,
26:56,1617,DESTROYED,1029,Nasus,
26:56,1617,PURCHASED,3082,Nasus,
26:58,1619,SOLD,1054,Nasus,
26:59,1620,DESTROYED,3082,Nasus,
26:59,1620,DESTROYED,3024,Nasus,
26:59,1620,PURCHASED,3110,Nasus,
27:03,1623,DESTROYED,3067,Seraphine,
27:03,1623,DESTROYED,4642,Seraphine,
27:03,1623,PURCHASED,6620,Seraphine,
27:03,1623,SOLD,1083,Jhin,
27:04,1624,PURCHASED,1038,Jhin,
27:04,1625,DESTROYED,2055,Leona,
27:11,1632,DESTROYED,2422,Ekko,
27:11,1632,PURCHASED,3111,Ekko,
27:12,1633,DESTROYED,1082,Ekko,
27:12,1633,PURCHASED,3041,Ekko,
27:40,1661,SOLD,1056,Viktor,
27:42,1662,PURCHASED,3108,Viktor,
28:02,1683,DESTROYED,2002,Ekko,
28:02,1683,DESTROYED,2002,Nasus,
28:02,1683,DESTROYED,2002,Jhin,
28:02,1683,DESTROYED,2002,Seraphine,
28:14,1694,DESTROYED,1036,Renekton,
28:14,1694,PURCHASED,2019,Renekton,
28:38,1718,DESTROYED,4630,Kaisa,
28:38,1718,PURCHASED,3135,Kaisa,
28:40,1721,DESTROYED,1028,Leona,
28:40,1721,PURCHASED,3211,Leona,
28:41,1722,DESTROYED,1036,Darius,
28:41,1722,PURCHASED,2019,Darius,
28:41,1722,PURCHASED,1036,Darius,
28:47,1728,PURCHASED,1028,Nasus,
29:19,1760,DESTROYED,2055,Seraphine,
29:36,1777,DESTROYED,1038,Jhin,
29:36,1777,PURCHASED,3097,Jhin,
29:53,1793,SOLD,3041,Ekko,
29:54,1795,PURCHASED,3102,Ekko,
30:14,1814,DESTROYED,1028,Nasus,
30:14,1814,PURCHASED,1011,Nasus,
30:15,1816,DESTROYED,2002,Sylas,
30:16,1816,PURCHASED,2055,Leona,
30:16,1816,DESTROYED,4630,Sylas,
30:16,1816,PURCHASED,3137,Sylas,
30:16,1817,PURCHASED,3916,Seraphine,
30:17,1817,DESTROYED,2139,Ekko,
30:17,1817,PURCHASED,2139,Ekko,
30:17,1818,DESTROYED,2055,Seraphine,
30:17,1818,DESTROYED,1208,Seraphine,
30:17,1818,PURCHASED,2055,Seraphine,
30:18,1818,PURCHASED,2055,Seraphine,
30:18,1819,SOLD,1086,Kaisa,
30:18,1819,UNDO,2055->0,Leona,40
30:19,1820,DESTROYED,3147,Viktor,
30:19,1820,DESTROYED,3108,Viktor,
30:19,1820,PURCHASED,8010,Viktor,
30:19,1820,PURCHASED,1058,Kaisa,
30:20,1820,DESTROYED,2139,Seraphine,
30:20,1820,PURCHASED,2139,Seraphine,
30:21,1821,DESTROYED,2138,Leona,
30:21,1821,PURCHASED,2138,Leona,
30:21,1822,PURCHASED,1058,Viktor,
30:48,1848,DESTROYED,2055,Leona,
30:51,1851,DESTROYED,1036,Darius,
30:51,1851,PURCHASED,3133,Darius,
31:41,1901,DESTROYED,2138,Sylas,
31:41,1901,PURCHASED,2138,Sylas,
31:58,1919,PURCHASED,1038,Jhin,
31:59,1920,SOLD,1120,Jhin,
32:00,1920,PURCHASED,1018,Jhin,
32:07,1927,SOLD,3158,Sylas,
32:09,1930,UNDO,0->3158,Sylas,-630
32:12,1932,DESTROYED,2019,Renekton,
32:12,1932,DESTROYED,3133,Renekton,
32:12,1932,PURCHASED,6333,Renekton,
